1123200,0,ActiveDirectory,Comp275145,17,123,123,1,0,96,0
1123200,0,ActiveDirectory,Comp343771,17,Port46479,389,0,1,0,227
1123200,0,Comp001912,Comp576031,17,Port98407,514,2,0,772,0
1123200,0,Comp011430,Comp275646,17,Port00912,53,1,0,64,0
1123200,0,Comp011430,Comp275646,17,Port47120,53,1,0,61,0
1123200,0,Comp013011,Comp576031,17,Port69791,514,1,0,1121,0
1123200,0,Comp013290,Comp576843,6,Port11062,80,5,0,399,0
1123200,0,Comp015592,Comp576031,17,Port42267,514,1,0,222,0
1123200,0,Comp017986,Comp275646,17,Port54225,53,1,0,61,0
1123200,0,Comp024856,Comp275646,17,Port50385,53,1,0,64,0
1123200,0,Comp030334,Comp006410,6,Port34369,443,10,7,1525,4233
1123200,0,Comp030334,Comp006410,6,Port39960,993,4,3,216,164
1123200,0,Comp030334,Comp022444,6,Port33051,Port95765,5,5,285,863
1123200,0,Comp030334,Comp059508,6,Port52867,993,4,3,216,164
1123200,0,Comp030334,Comp080839,6,Port31457,Port37592,6,4,337,418
1123200,0,Comp030334,Comp080839,6,Port71263,Port15921,1,1,60,46
1123200,0,Comp030334,Comp092985,6,Port05009,Port99534,4,3,216,164
1123200,0,Comp030334,Comp108346,6,Port68896,Port66659,5,5,285,470
1123200,0,Comp030334,Comp133008,6,Port95852,Port95765,5,5,285,459
1123200,0,Comp030334,Comp135336,6,Port70877,8080,6,6,329,1797
1123200,0,Comp030334,Comp138225,6,Port94964,Port84474,4,2,216,112
1123200,0,Comp030334,Comp146573,6,Port20792,Port62256,6,6,337,1713
1123200,0,Comp030334,Comp153926,6,Port45987,Port28836,2,1,92,46
1123200,0,Comp030334,Comp226872,6,Port72638,Port40015,4,2,216,112
1123200,0,Comp030334,Comp250941,6,Port32525,Port95765,5,5,285,896
1123200,0,Comp030334,Comp253298,6,Port49532,80,5,3,285,1409
1123200,0,Comp030334,Comp303229,6,Port52383,444,3,2,164,106
1123200,0,Comp030334,Comp303229,6,Port90344,8080,5,3,281,1409
1123200,0,Comp030334,Comp356260,6,Port80782,Port05408,5,4,285,220
1123200,0,Comp030334,Comp368295,6,Port52779,Port05408,10,10,853,872
1123200,0,Comp030334,Comp395285,6,Port56601,Port14127,4,3,216,164
1123200,0,Comp030334,Comp395285,6,Port98883,5061,3,3,164,158
1123200,0,Comp030334,Comp395584,6,Port86466,5061,3,3,164,158
1123200,0,Comp030334,Comp395584,6,Port95682,Port33463,4,3,216,164
1123200,0,Comp030334,Comp410122,6,Port55844,Port21982,4,3,216,164
1123200,0,Comp030334,Comp471093,6,Port50801,8080,6,6,329,1797
1123200,0,Comp030334,Comp471093,6,Port56888,Port36836,5,5,285,470
1123200,0,Comp030334,Comp472085,6,Port41483,443,10,11,902,779
1123200,0,Comp030334,Comp484824,6,Port33598,80,4,3,225,479
1123200,0,Comp030334,Comp498594,6,Port89784,7001,6,6,337,1745
1123200,0,Comp030334,Comp509586,6,Port90860,443,10,7,1429,4935
1123200,0,Comp030334,Comp515843,6,Port31610,Port99055,2,1,92,46
1123200,0,Comp030334,Comp523500,6,Port91351,80,1,1,60,46
1123200,0,Comp030334,Comp543210,6,Port35727,Port62256,6,6,337,1713
1123200,0,Comp030334,Comp545826,6,Port37508,Port32067,4,3,216,164
1123200,0,Comp030334,Comp545826,6,Port51867,Port14127,4,3,216,164
1123200,0,Comp030334,Comp545826,6,Port89753,8080,5,3,281,1409
1123200,0,Comp030334,Comp581603,6,Port01961,Port84474,5,5,285,805
1123200,0,Comp030334,Comp582870,6,Port76038,Port95765,5,5,285,895
1123200,0,Comp030334,Comp584379,6,Port45962,443,10,7,1509,4183
1123200,0,Comp030334,Comp594892,6,Port83590,Port95695,4,2,216,112
1123200,0,Comp030334,Comp598160,6,Port29968,Port25545,6,6,337,1663
1123200,0,Comp030334,Comp617050,6,Port30659,389,1,1,60,46
1123200,0,Comp030334,Comp617050,6,Port40193,636,1,1,60,46
1123200,0,Comp030334,Comp640974,6,Port68194,443,11,10,1217,3018
